1605959584;597
1605951611;312
1605951011;295
1605958984;676.5
1605950411;307
1605958384;954.5
1605957784;754
1605957184;639
1605956584;612.5
1605955984;732
1605955384;401
1605954783;468
1605953711;483.5
1605961684;853
1605953111;412
1605961084;921
1605960484;899
1605952511;355
1605959884;572.5
1605951911;319
1605951311;301
1605959284;524
1605950711;300
1605958684;935
1605950111;312
1605958084;907.5
1605957484;773
1605956884;568
1605956284;703
1605955684;571
1605955083;407
1605954011;522
1605953411;443
1605961384;926.5
1605952811;378
1605960784;910
1605960184;490.5
1605952211;331
