1605967384;139.88
1605958084;138.88
1605951011;113.88
1605978783;229.6
1605969484;140.28
1605960184;111.46
1605953111;118.22
1605980883;215.2
1605971583;143.86
1605962284;150.9
1605982983;210.6
1605973683;124.12
1605964384;131.62
1605955083;109.4
1605975783;229.4
1605966484;118.88
1605957184;120.44
1605950111;124.098
1605977883;228.08
1605968584;139.18
1605959284;113.58
1605952211;114.6
1605979983;202.8
1605970683;146.52
1605961384;136.72
1605982083;208.4
1605972783;135.72
1605963484;147.24
1605984183;208.6
1605974883;211.86
1605965584;141.62
1605956284;123.58
1605976983;233.58
1605967684;133.56
1605958384;146.06
1605951311;116.16
1605979083;229.56
1605969783;147.12
1605960484;130.36
1605953411;121.88
1605981183;213.6
1605971883;142.5
1605962584;139.54
1605983283;213.2
1605973983;119.1
1605964684;119.84
1605955384;109.12
1605976083;227.86
1605966783;121.5
1605957484;125.2
1605950411;114.06
1605978183;224.92
1605968884;138.9
1605959584;114.18
1605952511;120.9
1605980283;216.2
1605970983;142.76
1605961684;138.04
1605982383;215.2
1605973083;131.76
1605963784;160.66
1605984483;210.4
1605975183;224.96
1605965884;121.94
1605956584;116.32
1605977283;223.62
1605967983;139.82
1605958684;138.6
1605951611;116.24
1605979383;231.32
1605970083;146.52
1605960784;132.4
1605953711;110.12
1605981483;213.8
1605972183;143.44
1605962884;131.6
1605983582;215.6
1605974283;101.52
1605964984;133.88
1605955684;124.82
1605976383;228.54
1605967083;141
1605957784;127.76
1605950711;117.66
1605978483;224.24
1605969184;137.72
1605959884;115.62
1605952811;114.12
1605980583;215
1605971283;146.72
1605961984;139.44
1605982683;210.6
1605973383;128.16
1605964084;141.42
1605954783;122.137
1605975483;224.78
1605966184;129.24
1605956884;117.7
1605977583;224.52
1605968283;146.98
1605958984;120.5
1605951911;112
1605979683;212.92
1605970383;149.32
1605961084;130.16
1605954011;114.96
1605981783;213
1605972483;133.08
1605963184;136.22
1605983882;207
1605974583;181.2
1605965284;142.78
1605955984;125.72
1605976683;229.4
