1606044542;783.2
1606055942;828.75
1606046642;977.2
1606058042;402.85
1606048742;1815.8
1606060142;140.1
1606050842;1110
1606041542;2062.45
1606062242;222
1606052942;1236.8
1606043642;888.3
1606055042;901.5
1606045742;2330.9
1606057142;339.8
1606047842;1346.55
1606059242;308.5
1606049942;2741.3
1606040642;895.85
1606061342;109
1606052042;1628
1606042742;1891.5
1606054142;2620.15
1606044842;1240.2
1606056242;315.1
1606046942;1449.2
1606058342;332
1606049042;1279.3
1606060442;140.5
1606051142;2744
1606041842;1691
1606062542;224
1606053242;976.95
1606043942;840.55
1606055342;1582.05
1606046042;1485.8
1606057442;304.9
1606048142;1752.7
1606059542;179.4
1606050242;1368.9
1606040942;757
1606061642;214.5
1606052342;1059.35
1606043042;2081
1606054442;2394.2
1606045142;1907.55
1606056542;277.6
1606047242;1960.9
1606058642;507
1606049342;1641.9
1606060742;129.5
1606051442;1175.85
1606042142;1641.6
1606062842;215
1606053542;917.3
1606044242;828.35
1606055642;1885.1
1606046342;387.5
1606057742;342.9
1606048442;2282.7
1606059842;99
1606050542;922.2
1606041242;1077.8
1606061942;231
1606052642;1147.6
1606043342;1221.25
1606054742;765.8
1606045442;1921.1
1606056842;308.2
1606047542;1914.1
1606058942;358.8
1606049642;2464.2
1606040342;624.2
1606061042;140.95
1606051742;1429.2
1606042442;2311.3
1606053842;2174.6
