1605844114;49.9932
1605836255;49.9719
1605850534;49.9749
1605858394;49.9239
1605898087;49.944
1605900187;49.993
1605888792;49.9826
1605890890;49.9047
1605902287;50
1605831155;49.9251
1605845434;49.9684
1605839015;49.9989
1605853294;49.9772
1605904387;49.9917
1605895087;49.9941
1605892992;49.9434
1605906487;49.9429
1605897187;49.9729
1605833915;50
1605854614;49.9055
1605899286;49.9651
1605878196;49.998
1605887890;49.9805
1605901387;50
1605848202;49.991
1605835234;49.9949
1605889992;49.9744
1605849514;49.9933
1605840344;49.9726
1605903486;49.9904
1605892090;49.9965
1605857378;49.9
1605905587;49.9794
1605896287;49.9582
1605844414;50
1605837995;49.9435
1605852274;49.9944
1605858694;49.9023
1605898387;49.9829
1605889090;49.9744
1605900487;50
1605832895;49.9698
1605902587;49.9365
1605853594;49.9698
1605891191;49.9081
1605847175;49.9691
1605843114;49.992
1605839315;50
1605893290;49.9241
1605904687;49.9929
1605895387;49.9415
1605906787;50
1605842074;49.9989
1605897487;49.9988
1605856354;49.9311
1605834215;49.9537
1605899586;49.993
1605888191;49.9848
1605901686;49.9953
1605890290;49.9075
1605848502;49.9965
1605836975;50
1605851254;49.9873
1605903786;50
1605894487;49.9743
1605892392;49.9801
1605857678;49.9
1605905886;50
1605896587;49.9433
1605831875;49.9977
1605846155;49.9775
1605838295;49.9854
1605852574;49.9674
1605898687;50
1605900787;50
1605889391;49.9859
1605855334;49.9068
1605833195;49.9988
1605891490;49.9319
1605902887;49.927
1605843414;49.9757
1605847475;49.9781
1605841059;49.9989
1605904987;50
1605895687;49.9482
1605842374;49.9841
1605835955;49.9871
1605850234;49.9863
1605897787;49.9976
1605856654;49.9316
1605888490;49.9918
1605899887;49.9741
1605901986;50
1605890591;49.9206
1605830855;49.949
1605845134;49.9898
1605837275;49.9953
1605851554;49.9746
1605892690;49.9181
1605904087;50
1605894787;49.9869
1605906186;49.9412
1605896887;49.998
1605832175;49.9903
1605854314;49.9269
1605846455;49.9767
1605877896;49.9891
1605898987;49.9619
1605887591;49.973
1605889690;49.9872
1605901087;50
1605834934;49.9819
1605849214;49.9943
1605840044;49.9636
1605855634;49.9824
1605903187;49.9965
1605891792;49.9953
1605841359;49.9762
1605905287;49.9804
1605895987;49.9756
